Jurisdiction,State,Year,Election Date,Office,Winner,Special Election?,Incumbent Status of Winner,Number of candidates,Number of rounds,Total ballots cast,First round active votes,Final round active votes,First round vote for winner,First round percent for winner,First round place for winner,Final round votes for winner,Final round percent for winner,Winner's consensus value,Winner's Final Round Votes as Percent of First Round Valid Votes,Fully ranked ballots,Ballots with 2+ Rankings,Ballots Ranking the Winner,First Round Undervote,First Round Overvotes,Total Ballots with Overvotes,Inactive by Overvote,Inactive by Skipped Rankings,Inactive by Abstention,Inactive by ranking limit,Total Inactive,Includes duplicate rankings,Includes skipped rankings,Turnout Percent (percent of registered),Registered Voters in Jurisdiction,Condorcet winner?,Come FroMBehind Winner?,Number of Rankings Permitted,Ballot Style,Ballot Marking Style,Voting Equipment Used,Link to full results,CVR Available?,Notes,RaceID
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
New York City,NY,2023,6/27/2023,"City council district 1, Democratic primary",Christopher Marte,N,,4,1,,,,60%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NYC_CityCouncil_District01_Dem
New York City,NY,2023,6/27/2023,"City council district 9, Democratic primary",Yusef Salaam,N,,4,2,,,,49.9%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NYC_CityCouncil_District09_Dem
New York City,NY,2023,6/27/2023,"City council district 12, Democratic primary",Kevin Riley,N,,3,1,,,,82%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NYC_CityCouncil_District12_Dem
New York City,NY,2023,6/27/2023,"City council district 13, Democratic primary",Marjorie Velazquez,N,,4,1,,,,66%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NYC_CityCouncil_District13_Dem
New York City,NY,2023,6/27/2023,"City council district 13, Republican primary",Kristy Marmorato,N,,3,3,,,,47.5%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NYC_CityCouncil_District13_Rep
New York City,NY,2023,6/27/2023,"City council district 13, Conservative party primary",Kristy Mororato,N,,3,1,,,,54.50%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NYC_CityCouncil_District13_Cons
New York City,NY,2023,6/27/2023,"City council district 19, Democratic primary",Tony Avella,N,,3,3,,,,39%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NYC_CityCouncil_District19_Dem
New York City,NY,2023,6/27/2023,"City council district 23, Democratic primary",Linda Lee,N,,3,1,,,,63%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NYC_CityCouncil_District23_Dem
New York City,NY,2023,6/27/2023,"City council district 25, Democratic primary",Shekar Krishnan,N,,3,1,,,,64%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NYC_CityCouncil_District25_Dem
New York City,NY,2023,6/27/2023,"City council district 29, Democratic primary",Lynn Schulman,N,,3,1,,,,54%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NYC_CityCouncil_District29_Dem
New York City,NY,2023,6/27/2023,"City council district 41, Democratic primary",Darlene Mealy,N,,3,1,,,,62%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NYC_CityCouncil_District41_Dem
New York City,NY,2023,6/27/2023,"City council district 42, Democratic primary",Chris Banks,N,,3,1,,,,51%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NYC_CityCouncil_District42_Dem
New York City,NY,2023,6/27/2023,"City council district 43, Democratic primary",Susan Zhuang,N,,3,1,,,,59%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NYC_CityCouncil_District43_Dem
New York City,NY,2023,6/27/2023,"City council district 47, Republican primary",Ari  Kagan,N,,3,1,,,,75%,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,NYC_CityCouncil_District47_Rep
Burlington,VT,2023,3/7/2023,City Council Central District,MELO GRANT,N,OpenSeat,2,1,2276,2146,2146,1413,0.6208,1,1413,0.6584,0.80801,0.6584,1130,1154,1734,117,14,15,0,0,0,0,0,55,28,,,Y,N,5,Grid,Oval,Dominion,Link,Y,,Burlington_03072023_CityCouncilCentralDistrict
Burlington,VT,2023,3/7/2023,City Council East District,"TIMOTHY C. DOHERTY,JR",N,OpenSeat,2,1,1467,1397,1397,747,0.5092,1,747,0.5347,0.84324,0.5347,737,756,1178,67,3,3,0,0,0,0,0,25,7,,,Y,N,5,Grid,Oval,Dominion,Link,Y,,Burlington_03072023_CityCouncilEastDistrict
Burlington,VT,2023,3/7/2023,City Council North District,MARK BARLOW,N,Incumbent,1,1,3748,3075,3075,2950,0.7871,1,2950,0.9593,0.98114,0.9593,3017,77,3017,671,3,3,0,0,0,0,0,107,30,,,Y,N,5,Grid,Oval,Dominion,Link,Y,,Burlington_03072023_CityCouncilNorthDistrict
Burlington,VT,2023,3/7/2023,City Council South District,JOAN SHANNON,N,Incumbent,3,1,1759,1690,1690,2242,1.2746,1,2242,1.3266,0.88817,1.3266,696,940,1512,62,10,15,0,0,0,0,0,37,16,,,Y,N,5,Grid,Oval,Dominion,Link,Y,,Burlington_03072023_CityCouncilSouthDistrict
Alaska,AK,2022,11/8/2022,Governor / Lt Governor,Dunleavy/Dahlstrom,N,Incumbent,4,1,266693,264321,264321,132662,0.5019,1,132662,0.5019,0.61824,0.5019,47992,177485,177412,1781,307,811,0,0,0,0,0,2416,4517,,,Y,N,5,Grid,Oval,Dominion ImageCast,Link,Y,,Alaska_11082022_GovernorLieutenantGovernor
Alaska,AK,2022,11/8/2022,State House 1,"Ortiz, Daniel H. ""Dan""",N,Incumbent,2,1,6888,6710,6710,3519,0.52444,1,3519,0.52444,0.63323,0.52444,1751,1787,4249,174,3,3,0,0,0,0,0,40,65,,,Y,N,5,Grid,Oval,Dominion ImageCast,Link,Y,,Alaska_11082022_HouseDistrict1
Alaska,AK,2022,11/8/2022,State House 10,"Johnson, Craig W.",N,OpenSeat,3,1,7153,6815,6815,3505,0.51431,1,3505,0.51431,0.66398,0.51431,1383,2788,4537,330,3,7,0,0,0,0,0,52,55,,,Y,N,5,Grid,Oval,Dominion ImageCast,Link,Y,,Alaska_11082022_HouseDistrict10
Alaska,AK,2022,11/8/2022,State House 11,"Coulombe, Julie",N,OpenSeat,3,3,8190,7687,7243,2984,0.38819,2,3678,0.5078,0.6122,0.47847,1533,3750,4718,493,4,8,0,2,442,0,444,26,78,,,Y,Y,5,Grid,Oval,Dominion ImageCast,Link,Y,,Alaska_11082022_HouseDistrict11
Alaska,AK,2022,11/8/2022,State House 12,"Schrage, Calvin R.",N,Incumbent,2,1,6774,6485,6485,3825,0.58982,1,3825,0.58982,0.66507,0.58982,1509,1569,4313,285,1,1,0,0,0,0,0,42,40,,,Y,N,5,Grid,Oval,Dominion ImageCast,Link,Y,,Alaska_11082022_HouseDistrict12
Alaska,AK,2022,11/8/2022,State House 13,"Josephson, Andy",N,Incumbent,2,1,5790,5539,5539,2909,0.52519,1,2909,0.52519,0.62213,0.52519,1320,1386,3446,247,3,3,0,0,0,0,0,41,48,,,Y,N,5,Grid,Oval,Dominion ImageCast,Link,Y,,Alaska_11082022_HouseDistrict13
Alaska,AK,2022,11/8/2022,State House 14,"Galvin, Alyse S.",N,OpenSeat,2,1,6155,5708,5708,3816,0.66854,1,3816,0.66854,0.7302,0.66854,1251,1304,4168,441,3,4,0,0,0,0,0,29,55,,,Y,N,5,Grid,Oval,Dominion ImageCast,Link,Y,,Alaska_11082022_HouseDistrict14
Alaska,AK,2022,11/8/2022,State House 15,"McKay, Thomas W. ""Tom""",N,Incumbent,3,3,7709,7276,6959,2823,0.38799,2,3483,0.5005,0.60473,0.4787,1485,3625,4413,422,6,13,0,0,317,0,317,44,75,,,Y,Y,5,Grid,Oval,Dominion ImageCast,Link,Y,,Alaska_11082022_HouseDistrict15
Alaska,AK,2022,11/8/2022,State House 16,"Armstrong, Jennifer ""Jennie""",N,OpenSeat,2,1,8068,7704,7704,4244,0.55088,1,4244,0.55088,0.64213,0.55088,1597,1690,4947,362,0,1,0,0,0,0,0,35,43,,,Y,N,5,Grid,Oval,Dominion ImageCast,Link,Y,,Alaska_11082022_HouseDistrict16
Alaska,AK,2022,11/8/2022,State House 17,"Fields, William Z. ""Zack""",N,Incumbent,2,1,6465,5437,5437,3030,0.55729,1,3030,0.55729,0.77414,0.55729,2762,2781,4209,1014,6,9,0,0,0,0,0,33,52,,,Y,N,5,Grid,Oval,Dominion ImageCast,Link,Y,,Alaska_11082022_HouseDistrict17
Alaska,AK,2022,11/8/2022,State House 18,"Groh, Cliff",N,OpenSeat,3,3,2297,2120,2014,743,0.35047,2,1046,0.51936,0.60943,0.4934,560,1151,1296,175,2,5,0,0,106,0,106,26,37,,,Y,Y,5,Grid,Oval,Dominion ImageCast,Link,Y,,Alaska_11082022_HouseDistrict18
Alaska,AK,2022,11/8/2022,State House 19,"Mina, Genevieve G.",N,OpenSeat,2,1,3728,3059,3059,2260,0.7388,1,2260,0.7388,0.86008,0.7388,1547,1561,2631,647,10,11,0,0,0,0,0,12,59,,,Y,N,5,Grid,Oval,Dominion ImageCast,Link,Y,,Alaska_11082022_HouseDistrict19
Alaska,AK,2022,11/8/2022,State House 2,"Himschoot, Rebecca",N,OpenSeat,2,1,7567,7140,7140,4164,0.58319,1,4164,0.58319,0.67143,0.58319,1611,1644,4794,420,1,1,0,0,0,0,0,48,50,,,Y,N,5,Grid,Oval,Dominion ImageCast,Link,Y,,Alaska_11082022_HouseDistrict2
Alaska,AK,2022,11/8/2022,State House 20,"Gray, Andrew T.",N,OpenSeat,4,1,5469,5018,5018,2690,0.53607,1,2690,0.53607,0.6098,0.53607,969,2721,3255,437,8,27,0,0,0,0,0,40,135,,,Y,N,5,Grid,Oval,Dominion ImageCast,Link,Y,,Alaska_11082022_HouseDistrict20
Alaska,AK,2022,11/8/2022,State House 21,"Mears, Donna C.",N,OpenSeat,2,1,7313,7022,7022,3579,0.50968,1,3579,0.50968,0.60197,0.50968,1556,1632,4227,283,6,6,0,0,0,0,0,47,57,,,Y,N,5,Grid,Oval,Dominion ImageCast,Link,Y,,Alaska_11082022_HouseDistrict21
Alaska,AK,2022,11/8/2022,State House 22,"Wright, Stanley A.",N,OpenSeat,2,1,3964,3780,3780,1917,0.50714,1,1917,0.50714,0.6463,0.50714,970,1006,2443,179,4,5,0,0,0,0,0,38,33,,,Y,N,5,Grid,Oval,Dominion ImageCast,Link,Y,,Alaska_11082022_HouseDistrict22
Alaska,AK,2022,11/8/2022,State House 23,"Allard, Jamie",N,OpenSeat,2,1,8336,7274,7274,4477,0.61548,1,4477,0.61548,0.73948,0.61548,2604,2673,5379,1056,3,3,0,0,0,0,0,18,30,,,Y,N,5,Grid,Oval,Dominion ImageCast,Link,Y,,Alaska_11082022_HouseDistrict23
Alaska,AK,2022,11/8/2022,State House 24,"Saddler, Dan",N,OpenSeat,3,1,7996,7524,7524,3975,0.52831,1,3975,0.52831,0.77047,0.52831,1450,4420,5805,460,8,11,0,0,0,0,0,51,101,,,Y,N,5,Grid,Oval,Dominion ImageCast,Link,Y,,Alaska_11082022_HouseDistrict24
Alaska,AK,2022,11/8/2022,State House 25,"Johnson, DeLena M.",N,Incumbent,2,1,8378,7312,7312,5687,0.77776,1,5687,0.77776,0.87609,0.77776,2711,2749,6406,1059,2,2,0,0,0,0,0,42,52,,,Y,N,5,Grid,Oval,Dominion ImageCast,Link,Y,,Alaska_11082022_HouseDistrict25
Alaska,AK,2022,11/8/2022,State House 26,"Tilton, Cathy L.",N,Incumbent,2,1,7213,6635,6635,5360,0.80784,1,5360,0.80784,0.87445,0.80784,1342,1403,5802,575,2,2,0,0,0,0,0,54,33,,,Y,N,5,Grid,Oval,Dominion ImageCast,Link,Y,,Alaska_11082022_HouseDistrict26
Alaska,AK,2022,11/8/2022,State House 27,"Eastman, David",N,Incumbent,3,1,6678,5630,5630,2879,0.51137,1,2879,0.51137,0.73179,0.51137,2183,3117,4127,1021,14,20,0,0,0,0,0,56,118,,,Y,N,5,Grid,Oval,Dominion ImageCast,Link,Y,,Alaska_11082022_HouseDistrict27
Alaska,AK,2022,11/8/2022,State House 28,"Sumner, Jesse M.",N,OpenSeat,4,4,7098,6004,5056,2199,0.36626,1,3120,0.61709,0.64024,0.51965,1855,3567,4126,1075,13,31,2,0,946,0,948,74,129,,,Y,N,5,Grid,Oval,Dominion ImageCast,Link,Y,,Alaska_11082022_HouseDistrict28
Alaska,AK,2022,11/8/2022,State House 29,"Rauscher, George",N,Incumbent,2,1,8220,7493,7493,5554,0.74123,1,5554,0.74123,0.82384,0.74123,1717,1767,6173,725,2,4,0,0,0,0,0,62,26,,,Y,N,5,Grid,Oval,Dominion ImageCast,Link,Y,,Alaska_11082022_HouseDistrict29
Alaska,AK,2022,11/8/2022,State House 3,"Story, Andrea ""Andi""",N,Incumbent,1,1,8804,6781,6781,6475,0.95487,1,6475,0.95487,0.96343,0.95487,6533,84,6533,2022,1,1,0,0,0,0,0,24,126,,,Y,N,5,Grid,Oval,Dominion ImageCast,Link,Y,,Alaska_11082022_HouseDistrict3
Alaska,AK,2022,11/8/2022,State House 30,"McCabe, Kevin J.",N,OpenSeat,3,3,8135,7551,6546,3391,0.44908,1,3662,0.55943,0.68269,0.48497,1224,4034,5166,567,12,25,1,3,1001,0,1005,79,76,,,Y,N,5,Grid,Oval,Dominion ImageCast,Link,Y,,Alaska_11082022_HouseDistrict30
Alaska,AK,2022,11/8/2022,State House 31,"Dibert, Maxine L.",N,Incumbent,3,3,5330,5080,4663,2477,0.4876,1,2589,0.55522,0.6252,0.50965,1287,2784,3182,235,9,18,0,1,416,0,417,27,113,,,Y,N,5,Grid,Oval,Dominion ImageCast,Link,Y,,Alaska_11082022_HouseDistrict31
Alaska,AK,2022,11/8/2022,State House 32,"Stapp, Will B.",N,OpenSeat,3,1,3406,3180,3180,1634,0.51384,1,1634,0.51384,0.74025,0.51384,753,1774,2358,220,5,7,0,0,0,0,0,8,42,,,Y,N,5,Grid,Oval,Dominion ImageCast,Link,Y,,Alaska_11082022_HouseDistrict32
Alaska,AK,2022,11/8/2022,State House 33,"Prax, Glenn M. ""Mike""",N,Incumbent,1,1,6256,5385,5385,5249,0.97474,1,5249,0.97474,0.98124,0.97474,5284,82,5284,871,0,0,0,0,0,0,0,26,53,,,Y,N,5,Grid,Oval,Dominion ImageCast,Link,Y,,Alaska_11082022_HouseDistrict33
Alaska,AK,2022,11/8/2022,State House 34,"Tomaszewski, Frank J.",N,OpenSeat,3,3,7693,7382,7213,3611,0.48916,1,4013,0.55636,0.66093,0.54362,1386,3654,4894,303,7,10,1,0,168,0,169,40,46,,,Y,N,5,Grid,Oval,Dominion ImageCast,Link,Y,,Alaska_11082022_HouseDistrict34
Alaska,AK,2022,11/8/2022,State House 35,"Carrick, Ashley E.",N,OpenSeat,4,1,7878,7479,7479,3979,0.53202,1,3979,0.53202,0.58083,0.53202,1200,3799,4685,394,2,12,0,0,0,0,0,39,112,,,Y,N,5,Grid,Oval,Dominion ImageCast,Link,Y,,Alaska_11082022_HouseDistrict35
Alaska,AK,2022,11/8/2022,State House 36,"Cronk, Mike",N,Incumbent,2,1,7952,7483,7483,4890,0.65348,1,4890,0.65348,0.74836,0.65348,1553,1627,5600,455,5,6,0,0,0,0,0,59,67,,,Y,N,5,Grid,Oval,Dominion ImageCast,Link,Y,,Alaska_11082022_HouseDistrict36
Alaska,AK,2022,11/8/2022,State House 37,"Edgmon, Bryce",N,Incumbent,1,1,3665,3098,3098,3001,0.96869,1,3001,0.96869,0.97579,0.96869,3023,45,3023,566,1,1,0,0,0,0,0,14,135,,,Y,N,5,Grid,Oval,Dominion ImageCast,Link,Y,,Alaska_11082022_HouseDistrict37
Alaska,AK,2022,11/8/2022,State House 38,"McCormick, Conrad J. ""C.J.""",N,OpenSeat,1,1,3763,3377,3377,2906,0.86053,1,2906,0.86053,0.92479,0.86053,3125,248,3123,382,4,4,0,0,0,0,0,13,222,,,Y,N,5,Grid,Oval,Dominion ImageCast,Link,Y,,Alaska_11082022_HouseDistrict38
Alaska,AK,2022,11/8/2022,State House 39,"Foster, Neal W.",N,Incumbent,2,1,3817,3667,3667,1872,51%,1,1872,51.1%,78.3%,51.1%,1965,1983,2870,137,13,13,0,0,0,0,0,34,106,,,Y,N,5,Grid,Oval,Dominion ImageCast,Link,Y,,Alaska_11082022_HouseDistrict39_tab_1
Alaska,AK,2022,11/8/2022,State House 39,"Foster, Neal W.",N,,2,1,3817,3660,3660,1868,0.51038,1,1868,0.51038,0.78306,0.51038,1965,1983,2866,137,13,13,0,0,0,0,0,34,106,,,Y,N,5,Grid,Oval,Dominion ImageCast,Link,Y,,Alaska_11082022_HouseDistrict39
Alaska,AK,2022,11/8/2022,State House 4,"Hannan, Sara",N,Incumbent,2,1,7713,6887,6887,5438,0.7896,1,5438,0.7896,0.8487,0.7896,1628,1675,5845,812,5,7,0,0,0,0,0,19,59,,,Y,N,5,Grid,Oval,Dominion ImageCast,Link,Y,,Alaska_11082022_HouseDistrict4
Alaska,AK,2022,11/8/2022,State House 40,"Patkotak, Josiah B. ""Aullaqsruaq""",N,Incumbent,1,1,2476,2241,2241,2194,0.97903,1,2194,0.97903,0.98795,0.97903,2214,36,2214,235,0,0,0,0,0,0,0,17,39,,,Y,N,5,Grid,Oval,Dominion ImageCast,Link,Y,,Alaska_11082022_HouseDistrict40
Alaska,AK,2022,11/8/2022,State House 5,"Stutes, Louise B.",N,Incumbent,2,1,5989,5392,5392,3286,0.60942,1,3286,0.60942,0.75408,0.60942,1737,1764,4066,587,5,7,0,0,0,0,0,35,53,,,Y,N,5,Grid,Oval,Dominion ImageCast,Link,Y,,Alaska_11082022_HouseDistrict5
Alaska,AK,2022,11/8/2022,State House 6,"Vance, Sarah L.",N,Incumbent,3,1,9847,9530,9530,4958,0.52025,1,4958,0.52025,0.63473,0.52025,1479,3851,6073,310,5,14,0,0,0,0,0,48,71,,,Y,N,5,Grid,Oval,Dominion ImageCast,Link,Y,,Alaska_11082022_HouseDistrict6
Alaska,AK,2022,11/8/2022,State House 7,"Ruffridge, Justin",N,OpenSeat,2,1,7443,6865,6865,3612,0.52615,1,3612,0.52615,0.70969,0.52615,2482,2545,4872,569,7,9,0,0,0,0,0,44,43,,,Y,N,5,Grid,Oval,Dominion ImageCast,Link,Y,,Alaska_11082022_HouseDistrict7
Alaska,AK,2022,11/8/2022,State House 8,"Carpenter, Ben",N,Incumbent,1,1,8793,7209,7209,6964,0.96601,1,6964,0.96601,0.97725,0.96601,7045,135,7045,1584,0,0,0,0,0,0,0,40,59,,,Y,N,5,Grid,Oval,Dominion ImageCast,Link,Y,,Alaska_11082022_HouseDistrict8
Alaska,AK,2022,11/8/2022,State House 9,"Shaw, Laddie H.",N,Incumbent,2,1,10284,9830,9830,5326,0.54181,1,5326,0.54181,0.64863,0.54181,1884,1978,6376,449,4,5,0,0,0,0,0,37,34,,,Y,N,5,Grid,Oval,Dominion ImageCast,Link,Y,,Alaska_11082022_HouseDistrict9
Alaska,AK,2022,11/8/2022,State Senate A,"Stedman, Bert K.",N,Incumbent,2,1,14455,12986,12986,8923,0.68712,1,8923,0.68712,0.80564,0.68712,4156,4200,10462,1449,6,8,0,0,0,0,0,84,94,,,Y,N,5,Grid,Oval,Dominion ImageCast,Link,Y,,Alaska_11082022_SenateDistrictA
Alaska,AK,2022,11/8/2022,State Senate B,"Kiehl, Jesse",N,Incumbent,1,1,16517,13460,13460,12903,0.95862,1,12903,0.95862,0.96649,0.95862,13009,179,13009,3057,0,0,0,0,0,0,0,43,182,,,Y,N,5,Grid,Oval,Dominion ImageCast,Link,Y,,Alaska_11082022_SenateDistrictB
Alaska,AK,2022,11/8/2022,State Senate C,"Stevens, Gary",N,Incumbent,3,1,15836,14041,14041,7898,0.5625,1,7898,0.5625,0.7127,0.5625,3434,6195,10020,1767,8,23,0,0,0,0,0,88,141,,,Y,N,5,Grid,Oval,Dominion ImageCast,Link,Y,,Alaska_11082022_SenateDistrictC
Alaska,AK,2022,11/8/2022,State Senate D,"Bjorkman, Jesse J.",N,OpenSeat,3,3,16236,15274,14198,7035,0.46059,1,7604,0.53557,0.70885,0.49784,2727,7640,10833,941,15,37,2,1,1073,0,1076,109,179,,,Y,N,5,Grid,Oval,Dominion ImageCast,Link,Y,,Alaska_11082022_SenateDistrictD
Alaska,AK,2022,11/8/2022,State Senate E,"Giessel, Cathy",N,OpenSeat,3,3,17437,16733,13830,5642,0.33718,1,7881,0.56985,0.65105,0.47099,3173,9244,10908,691,6,14,1,3,2899,0,2903,90,122,,,Y,N,5,Grid,Oval,Dominion ImageCast,Link,Y,,Alaska_11082022_SenateDistrictE
Alaska,AK,2022,11/8/2022,State Senate F,"Kaufman, James D.",N,OpenSeat,2,1,14964,14316,14316,7806,0.54526,1,7806,0.54526,0.65898,0.54526,2993,3120,9434,640,3,5,0,0,0,0,0,76,96,,,Y,N,5,Grid,Oval,Dominion ImageCast,Link,Y,,Alaska_11082022_SenateDistrictF
Alaska,AK,2022,11/8/2022,State Senate G,"Gray-Jackson, Elvi",N,Incumbent,2,1,11945,11225,11225,6336,0.56445,1,6336,0.56445,0.65007,0.56445,2598,2716,7297,709,6,7,0,0,0,0,0,71,100,,,Y,N,5,Grid,Oval,Dominion ImageCast,Link,Y,,Alaska_11082022_SenateDistrictG
Alaska,AK,2022,11/8/2022,State Senate H,"Claman, Matt",N,OpenSeat,2,1,15777,15215,15215,7879,0.51784,1,7879,0.51784,0.61078,0.51784,3431,3617,9293,550,7,9,0,0,0,0,0,83,120,,,Y,N,5,Grid,Oval,Dominion ImageCast,Link,Y,,Alaska_11082022_SenateDistrictH
Alaska,AK,2022,11/8/2022,State Senate I,"Tobin, Loki",N,OpenSeat,2,1,8762,7574,7574,5020,0.66279,1,5020,0.66279,0.75627,0.66279,2115,2181,5728,1172,7,8,0,0,0,0,0,57,77,,,Y,N,5,Grid,Oval,Dominion ImageCast,Link,Y,,Alaska_11082022_SenateDistrictI
Alaska,AK,2022,11/8/2022,State Senate J,"Dunbar, Forrest",N,OpenSeat,3,2,9197,8660,8630,4325,0.49942,1,4332,0.50197,0.68926,0.50023,2118,5065,5982,510,13,32,1,1,28,0,30,64,150,,,Y,N,5,Grid,Oval,Dominion ImageCast,Link,Y,,Alaska_11082022_SenateDistrictJ
Alaska,AK,2022,11/8/2022,State Senate K,"Wielechowski, Bill",N,Incumbent,2,1,11277,10829,10829,6276,0.57955,1,6276,0.57955,0.65712,0.57955,2565,2671,7116,438,7,7,0,0,0,0,0,84,104,,,Y,N,5,Grid,Oval,Dominion ImageCast,Link,Y,,Alaska_11082022_SenateDistrictK
Alaska,AK,2022,11/8/2022,State Senate L,"Merrick, Kelly R.",N,OpenSeat,2,1,16332,14712,14712,8512,0.57858,1,8512,0.57858,0.72138,0.57858,5717,5850,10613,1605,7,12,0,0,0,0,0,56,78,,,Y,N,5,Grid,Oval,Dominion ImageCast,Link,Y,,Alaska_11082022_SenateDistrictL
Alaska,AK,2022,11/8/2022,State Senate M,"Hughes, Shelley",N,Incumbent,2,1,15591,14861,14861,11258,0.75755,1,11258,0.75755,0.82686,0.75755,2730,2895,12288,724,4,6,0,0,0,0,0,127,100,,,Y,N,5,Grid,Oval,Dominion ImageCast,Link,Y,,Alaska_11082022_SenateDistrictM
Alaska,AK,2022,11/8/2022,State Senate N,"Wilson, David S.",N,Incumbent,3,3,13776,11632,10435,5166,0.44412,1,6124,0.58687,0.73332,0.52648,4862,6578,8545,2110,20,46,6,0,1191,0,1197,108,145,,,Y,N,5,Grid,Oval,Dominion ImageCast,Link,Y,,Alaska_11082022_SenateDistrictN
Alaska,AK,2022,11/8/2022,State Senate O,"Shower, Michael K.",N,Incumbent,2,1,16355,14313,14313,7411,0.51778,1,7411,0.51778,0.72494,0.51778,5863,5935,10376,2016,18,20,0,0,0,0,0,125,86,,,Y,N,5,Grid,Oval,Dominion ImageCast,Link,Y,,Alaska_11082022_SenateDistrictO
Alaska,AK,2022,11/8/2022,State Senate P,"Kawasaki, Scott",N,Incumbent,3,1,8736,8399,8399,4282,0.50982,1,4282,0.50982,0.6365,0.50982,2136,4392,5367,317,9,24,0,0,0,0,0,36,127,,,Y,N,5,Grid,Oval,Dominion ImageCast,Link,Y,,Alaska_11082022_SenateDistrictP
Alaska,AK,2022,11/8/2022,State Senate Q,"Myers, Robert H. Jr.",N,Incumbent,3,1,13949,13032,13032,8133,0.62408,1,8133,0.62408,0.75077,0.62408,2742,4661,9809,904,8,18,0,0,0,0,0,74,110,,,Y,N,5,Grid,Oval,Dominion ImageCast,Link,Y,,Alaska_11082022_SenateDistrictQ
Alaska,AK,2022,11/8/2022,State Senate R,"Bishop, Click",N,Incumbent,3,1,15830,14669,14669,8317,0.56698,1,8317,0.56698,0.75404,0.56698,3427,6827,11075,1135,13,30,0,0,0,0,0,91,120,,,Y,N,5,Grid,Oval,Dominion ImageCast,Link,Y,,Alaska_11082022_SenateDistrictR
Alaska,AK,2022,11/8/2022,State Senate S,"Hoffman, Lyman F.",N,Incumbent,2,1,7428,6906,6906,4454,0.64495,1,4454,0.64495,0.79699,0.64495,2941,2972,5504,479,21,23,0,0,0,0,0,45,229,,,Y,N,5,Grid,Oval,Dominion ImageCast,Link,Y,,Alaska_11082022_SenateDistrictS
Alaska,AK,2022,11/8/2022,US House,"Peltola, Mary S.",N,Incumbent,4,4,266797,265016,249747,128655,0.48546,1,137267,0.54962,0.55196,0.51796,49546,177469,156554,1212,436,1055,59,102,15108,0,15269,2640,6615,,,Y,N,5,Grid,Oval,Dominion ImageCast,Link,Y,,Alaska_11082022_USRepresentative
Alaska,AK,2022,8/16/2022,US House special election,Mary Peltola,Y,OpenSeat,3,2,192289,189114,177321,74820,40%,1,91277,51.5%,5919.6%,48.3%,55519,137521,137521,,315,761,48,156,11589,0,11793,4097,5605,,,N,N,5,Grid,Oval,Dominion ImageCast,Link,Y,,Alaska_08162022_HouseofRepresentativesSpecial
Alaska,AK,2022,11/8/2022,US Senate,"Murkowski, Lisa",N,Incumbent,4,4,266797,263745,253869,113813,0.43153,1,136333,0.53702,0.6246,0.51691,47800,170671,172583,2376,513,1277,59,104,9713,0,9876,3175,8639,,,Y,N,5,Grid,Oval,Dominion ImageCast,Link,Y,,Alaska_11082022_USSenator
Berkeley,CA,2022,11/8/2022,Auditor,JENNY WONG,N,Incumbent,1,1,47096,36949,36949,36949,100%,1,36949,100.0%,Unknown,100.0%,,,,9296,12,12,,,,,,,,,,,N,5,Grid,Oval,Dominion ImageCast,Link,N,,
Berkeley,CA,2022,11/8/2022,Council District 1,RASHI KESARWANI,N,Incumbent,3,2,7224,6625,6534,3289,50%,1,3457,52.9%,Unknown,52.2%,,,,538,36,36,,,,,,,,,,Y,N,5,Grid,Oval,Dominion ImageCast,Link,N,,
Berkeley,CA,2022,11/8/2022,Council District 4,KATE HARRISON,N,Incumbent,1,1,4327,3049,3049,3049,100%,1,3049,100.0%,Unknown,100.0%,,,,1105,2,2,,,,,,,,,,Y,N,5,Grid,Oval,Dominion ImageCast,Link,N,,
Berkeley,CA,2022,11/8/2022,Council District 7,RIGEL ROBINSON,N,Incumbent,1,1,1051,691,691,691,100%,1,691,100.0%,Unknown,100.0%,,,,289,0,0,,,,,,,,,,Y,N,5,Grid,Oval,Dominion ImageCast,Link,N,,
Berkeley,CA,2022,11/8/2022,Council District 8,MARK HUMBERT,N,OpenSeat,5,1,6097,5176,5095,3289,64%,1,3467,68.1%,Unknown,67.0%,,,,863,35,43,,,,,,,,,,Y,N,5,Grid,Oval,Dominion ImageCast,Link,N,,
